,I0T,I0N,I0G,I0A,D0D,D0G,D0A,D0L,D0N,D0I,D0K,D0T,D0V,D0Q,D0S,D0R,D0Y,Y0L,Y0N,Y0D,Y0F,Y0G,Y0A,Y0T,Y0S,V0G,V0D,V0A,V0V,V0T,E0A,E0G,E0L,K0N,K0L,K0I,K0G,K0D,K0A,K0Y,K0V,K0T,K0S,F0D,F0A,F0N,L0Y,L0T,L0S,L0N,L0K,L0D,L0G,L0A,A0D,A0G,A0A,A0L,A0N,A0I,A0K,A0T,A0V,A0Q,A0S,A0Y,Q0T,Q0V,Q0S,V0N,Q0Y,Q0G,V0S,Q0A,Q0L,Q0N,Q0I,V0Y,Q0K,G0S,G0Q,G0V,G0T,G0Y,G0A,G0G,G0D,G0E,G0K,G0N,G0L,N0N,N0L,N0K,N0I,N0G,N0D,N0A,N0Y,N0V,N0T,N0S,N0Q,S0G,S0D,S0E,S0A,S0N,S0L,S0K,S0V,S0T,S0S,S0Y,T0T,T0V,T0Q,T0S,T0Y,T0E,T0D,T0G,T0A,T0L,T0N,T0K
ASA47814.1,5,6,4,3,5,4,3,2,5,3,3,5,4,2,5,3,4,5,9,6,0,4,4,1,5,7,2,5,4,1,4,3,5,3,3,2,3,2,1,3,2,6,3,0,2,3,7,6,5,13,5,2,3,3,5,1,4,7,9,2,3,7,5,5,7,6,1,3,0,9,4,5,2,5,1,1,7,1,4,5,3,2,6,4,10,6,3,5,2,5,7,8,7,5,11,13,14,9,2,3,6,2,8,5,4,5,4,6,3,3,2,3,4,7,4,1,2,4,2,2,3,4,7,6,9,5
ASA47816.1,5,6,4,3,4,4,3,2,5,3,3,5,4,2,4,3,4,5,8,6,0,4,4,2,5,7,2,6,5,1,4,2,5,5,4,3,3,1,1,3,2,5,1,0,2,3,7,6,6,12,7,2,3,4,5,1,4,8,9,3,3,7,6,6,7,6,1,2,1,9,5,6,3,6,3,2,7,1,4,6,3,1,6,4,10,6,4,5,2,5,7,8,7,6,11,13,13,9,2,4,5,3,8,6,4,6,3,6,4,3,2,4,5,7,4,2,2,4,2,1,3,3,8,6,9,4
ASA47817.1,5,5,4,4,6,5,3,2,5,3,4,5,4,2,5,3,4,6,7,8,0,4,4,2,4,7,2,4,5,1,4,2,5,3,2,2,3,2,2,4,2,7,3,0,3,3,7,6,5,13,7,2,3,3,5,1,5,8,9,3,4,7,6,5,8,6,1,2,0,9,4,6,3,6,3,2,6,1,4,6,2,1,6,4,10,6,3,5,3,5,7,8,7,5,11,11,14,10,2,3,6,2,8,6,4,5,3,5,4,3,2,3,5,8,4,2,2,4,2,2,3,3,8,6,9,5
ASA47818.1,5,6,5,3,4,5,3,2,6,3,3,6,9,3,4,3,4,5,14,6,3,10,4,2,7,9,3,8,5,1,6,2,5,5,4,3,3,2,4,6,2,5,3,0,3,3,10,6,6,12,7,2,4,5,5,4,7,7,12,4,5,18,7,10,16,6,2,4,1,9,5,8,5,8,3,6,8,4,5,6,5,1,9,4,14,8,7,6,6,10,7,10,10,10,11,16,17,11,5,4,6,6,8,11,4,9,11,8,6,5,4,8,8,7,10,3,5,10,2,5,4,3,14,9,11,5
ASA47819.1,5,6,4,3,4,4,3,2,5,3,3,5,4,2,4,3,4,5,8,6,0,4,4,2,5,7,2,6,5,1,4,2,5,4,4,3,3,1,1,3,2,6,1,0,2,3,7,6,5,13,7,2,3,4,5,1,4,8,9,3,3,7,6,5,7,6,1,2,1,9,5,6,3,6,3,2,7,1,4,6,3,1,6,4,10,6,4,5,2,5,7,8,7,5,11,12,13,8,2,4,7,4,8,6,4,5,3,7,4,3,2,3,5,7,4,2,3,4,2,2,3,3,8,6,9,5
ASA47820.1,3,4,3,3,4,3,3,2,4,3,2,5,4,1,4,1,3,5,8,6,0,3,4,1,4,6,2,5,5,1,4,1,4,3,3,1,2,1,1,3,1,5,1,0,2,3,4,6,5,13,6,2,3,3,4,1,4,8,9,3,3,6,6,6,5,6,1,2,1,9,5,5,3,6,3,3,6,1,3,5,3,1,5,3,10,5,4,5,2,5,6,8,7,4,11,13,11,8,1,3,6,3,8,6,1,5,3,5,4,3,2,3,4,7,4,2,1,4,1,1,3,3,7,6,9,4
ASA47821.1,5,6,4,3,4,5,3,2,5,3,3,5,4,2,4,3,4,5,7,7,0,4,4,2,5,7,2,5,5,1,4,3,5,4,4,2,3,1,1,3,2,7,2,0,2,3,7,6,5,13,7,2,3,4,5,1,5,8,9,3,3,7,6,6,7,6,1,2,0,9,5,5,3,6,3,2,7,1,4,6,3,1,6,4,10,6,4,5,2,5,7,8,7,5,11,12,13,10,2,3,6,3,8,6,4,5,3,6,4,3,2,3,5,7,4,2,2,4,2,2,3,3,8,6,9,5
ASA47823.1,5,6,4,3,4,5,3,2,5,3,3,5,6,2,4,3,4,5,9,7,2,7,5,2,5,8,2,5,5,1,4,3,5,4,4,2,3,1,1,4,2,7,2,0,2,3,8,6,5,13,7,2,3,4,5,1,5,8,9,3,3,8,7,6,7,6,1,2,0,9,5,6,3,6,3,2,7,2,4,6,3,1,6,4,12,7,5,5,3,8,7,8,8,6,11,12,15,10,3,3,6,3,8,7,4,5,3,6,4,3,2,3,5,7,4,2,2,4,2,2,3,3,8,7,9,5
ASA47824.1,5,6,4,4,4,4,3,2,5,3,3,5,4,2,4,3,4,5,8,6,0,4,4,2,5,7,2,6,5,1,4,2,5,5,4,3,3,1,1,3,2,5,1,0,2,3,7,6,6,12,7,2,3,4,5,1,3,8,9,3,3,7,6,6,7,6,1,2,1,9,5,6,3,6,3,2,7,1,4,6,3,2,6,4,9,6,4,5,2,5,7,8,7,6,11,13,13,9,2,4,5,3,8,6,4,5,3,5,4,3,2,4,5,7,4,2,2,4,2,2,3,3,8,6,9,4
ASA47825.1,4,6,5,1,4,5,2,2,5,3,3,5,12,3,3,3,3,4,14,4,5,13,4,1,7,10,3,7,4,1,5,2,4,4,3,2,2,2,4,7,2,5,3,0,3,2,12,4,1,8,6,2,3,5,3,4,5,2,10,2,5,17,6,11,14,5,1,4,0,8,2,6,4,6,1,7,6,6,4,2,4,1,7,1,14,5,9,3,6,11,7,9,11,9,7,10,17,8,7,3,4,6,7,11,4,7,10,8,4,3,4,6,6,4,8,2,5,10,1,5,4,1,10,8,9,6
ASA47827.1,5,6,5,3,4,5,3,2,6,3,3,6,17,3,4,3,4,5,22,6,7,18,5,2,9,14,3,8,5,1,5,2,5,5,4,3,3,2,4,10,2,5,3,0,2,3,14,6,6,12,8,2,4,5,5,3,7,8,12,3,5,22,8,14,16,6,2,4,1,9,5,8,5,8,3,10,8,8,4,5,5,1,9,4,18,8,11,6,9,18,7,10,14,14,11,16,21,11,9,4,6,6,8,16,4,10,11,8,6,5,4,8,8,7,10,3,5,10,2,4,4,3,14,13,11,6
ASA47830.1,4,6,5,1,4,5,2,2,5,3,3,5,10,3,3,3,3,4,12,4,4,11,4,1,6,9,3,7,4,1,5,2,4,4,3,2,3,2,4,6,2,5,3,0,3,2,11,4,1,8,7,2,3,5,3,4,5,2,10,2,5,16,6,10,15,5,1,4,0,8,2,6,4,6,1,6,6,5,4,2,4,1,7,2,13,5,8,3,5,9,7,9,11,8,7,10,16,8,6,3,4,6,7,9,5,6,10,8,4,1,4,6,6,4,8,2,5,10,1,5,4,1,10,7,9,6
ASA47832.1,6,6,5,3,5,6,2,2,6,3,3,6,15,3,4,3,4,5,20,6,6,16,7,2,7,12,3,7,5,1,7,3,5,4,4,2,3,6,5,9,2,7,5,0,3,3,14,6,5,13,6,2,4,4,6,4,7,7,13,3,5,21,7,13,16,6,1,4,0,9,5,7,5,7,3,9,9,7,5,6,5,1,9,4,17,8,9,6,13,11,7,10,13,12,11,14,16,14,9,3,6,6,8,14,4,9,12,8,6,5,4,7,7,7,9,3,5,10,2,6,4,3,13,12,11,6
ASA47834.1,4,5,6,4,6,7,3,2,6,3,4,5,13,3,5,4,4,5,17,8,5,14,5,2,9,10,3,5,4,1,5,3,5,3,3,2,3,2,5,8,2,7,5,0,2,3,12,7,5,13,7,2,3,3,6,3,8,8,11,3,5,19,8,12,15,6,2,4,0,9,5,7,5,8,3,8,7,6,4,6,4,1,7,4,16,7,8,6,8,14,7,9,12,12,11,13,20,12,7,3,7,4,8,14,4,8,11,7,5,3,3,7,8,8,10,2,5,10,2,5,4,3,14,11,11,7
ASA47835.1,5,6,4,3,4,4,3,2,5,3,3,5,4,2,4,3,4,5,8,6,0,4,4,2,5,7,2,6,5,1,4,2,5,4,4,3,3,1,1,3,2,6,1,0,2,3,7,6,5,13,7,2,3,4,5,1,4,8,9,3,3,7,6,6,7,6,1,2,1,9,5,6,3,6,3,2,7,1,4,6,3,1,6,4,10,6,4,5,2,5,7,8,7,5,11,13,13,9,2,4,6,3,8,6,4,5,3,6,4,3,2,3,5,7,4,2,2,4,2,2,3,3,8,6,9,5
ASA47842.1,5,6,5,4,4,4,3,2,5,3,3,5,11,3,4,3,4,5,16,6,4,12,5,2,8,10,3,6,5,1,4,2,5,5,4,3,3,1,1,7,2,5,1,0,2,3,11,6,6,12,7,2,3,4,5,1,3,8,9,3,3,10,7,9,7,6,1,2,1,9,5,7,3,6,3,6,8,5,4,6,3,2,6,4,13,7,8,5,6,12,7,8,11,10,11,14,17,9,6,4,5,3,8,12,4,5,3,6,4,3,3,4,5,7,4,2,2,4,2,2,3,3,8,10,9,4
ASA47845.1,3,4,3,3,4,3,3,2,4,3,2,5,4,1,4,1,3,5,8,6,0,3,4,1,4,6,2,5,5,1,4,1,4,3,3,2,2,1,1,3,1,6,1,0,2,3,4,6,6,12,6,2,3,3,4,1,4,8,9,3,3,6,6,6,5,6,1,2,1,9,5,5,3,6,3,2,6,1,4,5,3,1,5,3,10,5,4,5,2,5,6,8,6,4,10,13,11,8,1,3,5,3,8,6,1,5,3,5,4,3,2,4,4,7,4,2,1,4,1,1,3,3,7,6,9,4
ASA47846.1,5,6,5,3,4,5,3,2,6,3,3,6,11,3,4,3,4,5,16,6,4,13,4,2,8,10,3,8,5,1,6,2,5,5,4,3,3,2,4,7,2,5,3,0,3,3,12,6,6,12,7,2,4,5,5,4,7,7,12,4,5,19,7,11,16,6,2,4,1,9,5,8,5,8,3,7,8,5,5,6,5,1,9,4,15,8,8,6,7,12,7,10,11,11,11,16,18,11,6,4,6,6,8,13,4,9,11,8,6,5,4,8,8,7,10,3,5,10,2,5,4,3,14,10,11,5
ASA47847.1,5,7,5,3,5,4,3,2,5,3,3,5,5,2,4,3,4,5,10,6,2,7,5,2,5,8,2,6,4,1,4,2,5,4,3,2,3,1,1,4,2,7,2,0,2,3,8,6,5,13,7,2,3,3,5,1,4,8,8,3,4,8,7,6,7,6,1,2,2,8,5,6,3,6,2,2,7,2,4,6,3,2,6,4,12,7,4,5,3,8,7,8,8,6,11,12,16,9,3,4,6,2,8,7,4,5,4,6,4,3,2,3,5,7,4,1,2,5,2,2,3,4,8,7,9,5
ASA47848.1,4,5,7,4,2,5,3,3,5,3,5,6,12,3,3,4,6,4,18,8,6,15,5,2,9,10,3,6,6,2,6,2,5,3,2,3,3,2,5,9,2,7,5,0,3,3,13,5,6,11,7,3,5,4,6,4,6,8,11,1,5,19,6,12,15,6,2,4,0,7,4,5,4,9,2,7,7,6,5,4,5,2,10,4,14,7,9,6,9,15,7,11,12,11,9,16,18,8,8,3,6,5,7,13,5,6,12,10,7,5,5,7,7,6,10,4,5,11,3,5,3,4,13,10,10,6
ASA47849.1,4,5,5,4,5,6,3,2,6,3,3,6,9,3,5,4,4,5,14,6,3,10,5,2,7,10,3,8,5,1,5,2,5,4,3,3,3,3,4,6,2,5,5,0,2,3,10,6,6,12,8,2,4,4,6,3,6,8,11,3,4,18,8,11,16,6,2,4,1,9,5,8,5,8,3,6,7,4,5,6,5,2,9,4,13,8,6,6,6,10,7,9,10,11,11,14,18,11,5,4,6,4,8,11,4,9,12,8,6,4,4,8,8,7,10,3,5,10,2,5,4,3,14,9,11,6
ASA47851.1,4,5,6,4,6,7,3,2,6,3,4,5,11,3,5,4,4,5,15,8,4,12,5,2,8,9,3,5,4,1,5,3,5,3,3,2,3,2,5,7,2,7,5,0,2,3,11,7,5,13,7,2,3,3,6,3,8,8,11,3,5,18,8,11,15,6,2,4,0,9,5,7,5,8,3,7,7,5,4,6,4,1,7,4,15,7,7,6,7,12,7,9,11,11,11,13,19,12,6,3,7,4,8,12,4,8,11,7,5,3,3,7,8,8,10,2,5,10,2,5,4,3,14,10,11,7
ASA47852.1,5,6,4,3,4,4,3,2,5,3,3,5,4,2,4,3,4,5,8,6,0,4,4,2,5,7,2,5,5,1,4,2,5,4,5,2,3,1,1,3,2,6,1,0,2,3,7,6,4,11,6,2,3,4,5,2,5,7,9,2,3,6,5,6,7,6,1,2,1,9,4,6,2,6,1,1,7,1,4,5,3,1,6,4,10,6,4,5,2,5,7,8,6,5,11,13,13,9,2,3,5,3,8,5,4,5,3,6,3,3,2,3,4,7,4,2,2,4,2,2,3,3,7,5,9,5
ASA47853.1,5,6,4,3,4,4,3,2,5,3,3,5,8,2,4,3,4,5,12,6,3,10,5,2,6,9,2,5,5,1,4,2,5,4,5,2,3,1,1,5,2,6,1,0,2,3,10,6,4,11,6,2,3,4,5,1,4,7,9,2,3,9,6,7,7,6,1,2,1,9,4,7,2,6,1,2,7,3,3,5,3,1,6,4,13,7,6,5,4,10,7,8,8,7,11,13,16,9,4,3,5,3,8,8,4,5,3,6,3,3,2,3,4,7,4,2,2,4,2,2,3,3,7,7,9,5
ASA47854.1,5,6,4,3,4,4,3,2,5,3,3,5,4,2,4,3,4,5,8,6,0,4,4,2,5,7,2,5,5,1,4,2,5,4,5,2,3,1,1,3,2,6,1,0,2,3,7,6,4,11,6,2,3,4,5,1,4,7,9,2,3,7,5,6,7,6,1,2,1,9,4,6,2,6,1,1,7,1,3,5,3,1,6,4,10,6,4,5,2,5,7,8,6,5,11,13,13,9,2,3,5,3,8,5,4,5,3,6,3,3,2,3,4,7,4,2,2,4,2,2,3,3,7,5,9,5
ASA47859.1,5,6,5,3,4,5,3,2,6,3,3,6,13,3,4,3,4,5,18,6,5,14,4,2,9,11,3,8,5,1,6,2,5,5,4,3,3,2,4,8,2,5,3,0,3,3,12,6,6,12,8,2,4,5,5,4,7,8,12,3,5,20,7,12,16,6,2,4,1,9,5,8,5,8,3,8,8,6,5,6,5,1,9,4,16,8,9,6,8,14,7,10,12,12,11,16,19,11,7,4,6,6,8,15,4,9,11,8,6,5,4,8,8,7,10,3,5,10,2,5,4,3,14,11,11,5
ASA47860.1,11,12,9,11,13,5,8,5,20,8,6,12,11,8,21,13,12,8,14,17,20,9,9,7,6,15,12,8,8,6,6,6,4,9,5,4,11,7,7,5,8,8,7,3,7,9,10,15,8,16,10,7,7,4,13,8,14,10,14,7,5,18,11,10,18,8,7,8,3,25,7,11,13,12,4,10,7,2,8,9,10,5,12,15,15,7,12,8,5,8,12,13,10,8,17,19,16,9,16,11,16,13,15,5,9,7,17,9,8,7,13,12,9,8,10,7,11,9,18,5,12,7,13,21,19,8
ASA47861.1,5,13,5,4,5,4,7,5,11,3,6,4,4,5,8,3,9,10,6,11,7,5,4,4,5,8,7,3,5,2,2,4,4,6,5,3,3,2,2,8,6,4,3,1,2,6,5,8,3,12,6,4,4,3,7,3,5,8,8,4,5,7,3,6,7,4,2,2,0,9,4,4,2,5,2,4,8,5,5,6,4,4,6,6,10,4,4,6,6,3,5,7,6,4,13,14,9,9,5,5,7,11,3,5,7,2,8,7,4,4,7,4,3,8,1,3,5,7,6,2,4,4,6,6,3,7
ASA47863.1,4,8,7,6,7,6,9,5,6,3,12,6,6,7,10,3,6,8,25,19,19,15,7,3,8,7,5,8,6,3,6,4,5,5,5,4,12,4,1,16,2,5,3,2,3,12,9,8,6,14,4,3,5,4,6,5,8,9,10,6,5,10,5,6,15,11,1,2,1,7,11,7,3,7,3,1,9,7,6,5,5,8,13,3,11,6,12,10,6,5,11,9,6,5,13,26,15,10,9,3,7,8,9,6,7,5,12,11,5,7,4,9,14,13,7,3,6,10,9,2,9,5,13,5,10,3
ASA47864.1,4,8,7,6,7,6,11,5,6,3,12,6,4,7,10,3,6,8,25,19,19,15,7,3,8,7,5,8,6,3,6,4,5,5,5,4,12,4,1,16,2,5,3,2,3,12,9,8,6,14,4,3,5,4,6,5,8,9,10,8,5,10,5,6,15,11,1,2,1,7,11,7,3,7,3,1,9,7,6,5,5,8,13,3,11,6,12,10,6,5,11,9,6,5,13,26,15,10,9,3,7,8,9,6,7,5,12,11,5,7,4,7,14,13,9,3,6,10,9,2,9,5,11,5,10,3
ASA47865.1,4,10,5,8,6,6,14,5,8,3,13,5,3,7,9,2,6,10,17,19,17,15,5,6,9,7,7,6,5,4,3,3,4,4,7,3,10,5,1,20,3,3,2,2,2,9,5,9,6,14,4,3,5,2,6,2,10,10,8,5,6,10,5,5,15,8,2,1,1,12,11,6,7,8,3,3,11,10,4,6,3,9,11,4,9,7,10,8,8,4,9,11,5,9,12,23,10,11,11,6,10,12,2,9,10,2,12,10,4,6,14,10,8,10,5,4,11,13,13,1,9,4,12,4,6,6
ASA47866.1,8,15,5,9,9,7,7,7,18,4,8,12,8,6,8,11,13,9,6,19,22,7,8,6,7,10,10,4,5,3,3,6,4,11,5,5,8,5,5,8,6,5,6,1,5,8,7,13,3,12,9,4,9,3,11,8,5,8,11,4,5,18,6,5,10,4,3,3,0,18,7,11,5,10,3,12,9,5,10,8,11,7,19,14,12,4,11,6,6,4,5,10,6,5,16,22,11,10,14,9,7,17,10,6,7,2,9,8,4,7,12,6,3,8,6,5,15,7,19,2,9,6,9,17,10,7
ASA47867.1,1,11,2,3,4,5,4,5,6,4,4,3,3,4,7,3,6,7,8,7,1,4,6,3,6,9,6,4,4,2,3,1,5,7,4,3,1,2,2,3,4,2,1,2,1,2,6,6,3,11,5,2,2,2,7,3,3,7,9,2,3,6,1,5,7,5,1,4,1,10,3,4,0,5,2,3,3,3,4,4,4,4,9,3,8,4,2,1,3,4,8,8,6,3,10,8,11,7,5,1,10,10,3,6,8,2,8,4,2,4,2,2,3,6,5,6,2,5,4,2,6,4,4,4,9,3
ASA47868.1,5,5,4,3,5,5,3,3,5,3,3,5,3,2,5,4,4,5,7,7,1,5,4,2,5,7,2,4,5,1,4,2,5,3,3,2,4,2,1,3,2,6,3,0,2,3,7,6,5,13,5,2,3,3,5,1,4,7,9,2,3,7,6,7,7,6,1,2,0,9,4,5,1,6,3,1,6,1,4,6,3,1,5,3,11,6,3,5,2,6,7,8,7,5,11,9,15,8,2,3,5,1,8,5,4,5,5,6,3,3,2,3,3,7,4,2,2,5,2,2,4,3,7,5,8,5
ASA47870.1,3,5,4,4,5,7,4,3,5,3,3,4,6,1,5,3,4,5,6,7,1,5,4,2,7,7,3,4,4,1,3,3,5,4,4,3,2,2,2,3,2,5,2,0,2,3,5,6,6,13,5,3,3,2,4,1,4,8,9,2,3,7,4,6,6,6,2,2,0,9,4,5,1,6,2,1,4,1,4,6,3,1,7,3,11,5,3,3,3,6,7,6,7,5,11,9,13,8,4,2,6,2,8,5,7,5,5,5,3,4,2,3,3,7,5,2,2,6,2,1,6,3,4,4,9,5
ASA47871.1,4,3,3,4,4,5,3,3,4,3,2,5,4,1,5,1,4,4,6,7,0,3,4,1,4,6,2,3,4,1,3,2,4,2,3,1,2,2,1,3,1,5,2,0,2,2,4,5,5,12,3,2,3,3,4,1,5,6,9,2,3,6,4,6,5,5,1,2,0,6,4,4,2,6,3,1,5,1,4,5,3,1,4,2,10,5,3,4,2,5,6,6,5,4,10,8,11,6,1,2,5,2,7,4,2,5,3,5,3,3,2,3,2,7,4,1,2,4,1,1,4,3,5,4,8,4
ASA47872.1,4,5,4,4,5,6,3,3,5,3,3,5,4,2,5,3,4,5,7,7,1,5,4,2,5,7,2,4,5,1,4,2,5,3,3,2,3,2,1,3,2,6,3,0,2,3,6,6,7,11,5,2,3,3,5,2,4,7,9,2,3,7,6,7,7,6,1,2,0,9,4,5,1,6,3,1,6,1,4,6,3,1,7,3,11,6,3,5,2,6,7,8,6,5,11,11,15,8,2,3,5,1,8,5,4,5,5,6,3,3,2,3,3,7,4,2,2,5,2,2,4,3,7,5,8,5
ASA47873.1,4,5,4,4,5,6,3,3,5,3,3,5,4,2,5,3,5,5,7,7,1,5,4,2,5,7,2,4,5,1,4,2,5,3,3,2,3,2,1,3,1,6,3,0,2,3,6,6,6,13,5,2,3,3,5,2,4,7,9,2,3,7,6,7,7,6,1,3,0,9,4,5,1,6,3,1,6,1,4,6,3,1,6,3,11,6,3,5,2,6,7,8,7,5,11,10,15,8,2,3,5,2,8,5,5,5,4,6,3,3,2,3,3,7,4,2,2,4,2,2,4,3,7,5,8,5
ASA47874.1,7,12,3,5,6,7,6,6,9,4,7,8,9,4,8,9,10,7,12,13,17,7,7,4,9,12,5,4,5,3,2,1,3,12,3,8,2,4,5,6,5,7,1,3,2,3,7,7,4,14,8,6,10,3,7,6,4,9,12,1,7,12,3,5,13,5,1,7,2,21,5,12,7,7,4,7,6,4,4,4,12,5,10,12,13,5,11,1,4,3,9,13,9,6,12,12,10,8,19,3,9,11,11,9,8,2,8,9,3,6,6,2,7,10,6,7,3,4,14,2,8,4,6,16,12,5
ASA47875.1,8,9,6,6,6,6,4,3,13,5,7,11,8,5,5,8,9,5,11,16,17,7,7,6,5,11,6,7,5,2,6,5,4,7,2,3,6,4,2,4,5,8,4,1,4,6,10,11,7,11,5,4,7,3,7,5,3,9,13,3,4,12,6,5,12,6,3,4,1,14,6,9,6,11,2,7,7,3,8,4,9,6,18,12,8,4,10,7,4,5,8,9,8,5,12,18,12,9,14,7,6,6,12,5,7,3,7,8,6,6,6,5,5,9,6,5,10,8,12,1,8,7,11,13,15,3
ASA47878.1,8,9,6,6,5,4,4,3,12,5,5,10,8,3,5,8,9,5,11,16,17,6,7,6,5,10,6,6,5,1,5,4,4,6,2,3,6,3,1,4,5,5,2,1,3,6,10,9,7,11,5,4,6,2,6,5,3,7,10,3,4,10,4,5,12,6,2,2,1,12,6,8,6,10,1,4,7,3,5,4,7,4,11,12,8,4,8,7,4,4,7,9,8,3,12,14,10,8,14,6,5,4,10,4,7,3,7,8,6,5,6,4,5,9,4,4,6,8,11,1,6,5,10,13,10,3
ASA47880.1,7,12,3,5,6,7,6,6,9,4,7,8,9,4,8,9,10,7,12,14,17,7,7,4,9,12,5,5,4,3,2,1,3,12,3,8,2,4,5,6,5,7,1,3,2,3,7,7,4,14,8,6,10,3,7,6,4,9,12,1,7,12,3,5,14,5,1,7,2,21,5,12,6,7,4,7,6,4,4,4,12,5,10,12,13,5,11,1,4,3,9,13,9,6,12,12,10,8,19,3,9,11,11,9,8,2,8,9,3,6,6,2,7,10,6,7,3,4,14,2,8,4,6,16,12,5
ASA47881.1,8,13,3,6,6,7,7,6,9,4,8,8,10,4,8,9,10,7,12,13,17,7,7,4,10,12,5,5,6,3,2,1,3,12,3,8,3,4,5,7,5,7,1,3,3,3,7,7,4,14,9,6,11,3,8,6,5,10,14,2,7,13,3,6,15,5,1,7,3,21,5,12,8,8,4,7,6,4,4,4,13,6,10,12,14,5,11,1,4,3,9,14,9,7,12,13,10,9,19,3,9,11,11,10,9,2,8,10,3,7,6,3,7,10,6,8,3,4,14,3,8,4,8,16,12,5
ASA47882.1,5,17,4,3,5,2,7,5,13,7,2,13,8,4,10,3,8,5,9,13,1,6,6,6,8,13,4,13,7,5,6,6,3,8,4,4,7,2,4,10,5,12,7,4,3,4,7,4,9,17,5,7,5,6,13,2,5,11,21,6,8,7,9,11,8,6,5,7,4,18,4,6,4,8,7,8,11,6,4,9,7,8,11,4,6,9,8,6,3,8,9,22,12,11,14,17,15,15,6,7,12,14,16,6,10,6,12,8,6,5,8,11,7,11,5,5,9,10,4,7,5,9,13,6,16,10
ASA47883.1,4,10,7,4,8,7,4,3,12,5,9,10,7,4,15,11,10,5,5,16,17,7,7,3,9,7,9,6,9,5,1,3,4,13,3,6,3,8,8,7,3,6,0,1,3,7,7,7,3,12,9,3,7,5,13,3,6,13,11,2,7,12,4,3,12,4,3,7,0,19,5,11,7,6,2,14,3,4,5,5,9,4,14,9,10,6,9,1,3,7,10,11,9,5,8,13,14,13,14,9,14,10,10,8,11,3,9,6,4,12,7,9,7,8,4,5,5,16,14,1,6,7,11,11,13,3
ASA47884.1,5,7,4,4,3,3,3,3,5,3,5,6,3,2,5,3,6,5,10,8,3,6,5,4,5,8,4,6,5,1,5,3,4,4,2,2,3,1,0,4,3,4,2,0,1,4,6,6,7,11,3,4,4,2,4,1,3,7,10,3,4,5,4,5,7,6,2,2,1,6,4,3,2,7,1,1,6,1,4,4,4,4,8,4,6,4,4,6,2,4,7,8,7,3,10,10,10,9,5,4,5,4,7,4,7,3,7,8,5,5,2,4,5,8,4,3,5,8,5,1,3,5,6,4,8,2
ASA47885.1,4,10,7,4,8,7,4,3,12,5,9,10,7,4,15,11,10,5,5,16,17,7,7,3,9,7,9,6,9,5,1,3,4,13,3,6,3,8,8,7,3,6,0,1,3,7,7,8,3,12,9,3,7,5,13,3,6,13,11,2,7,12,4,3,12,4,3,7,0,19,5,11,7,6,2,14,3,4,5,5,9,4,14,9,10,6,9,1,3,7,10,11,10,5,8,13,14,13,14,9,14,10,10,8,11,3,9,6,4,12,7,9,7,8,4,5,5,16,14,1,6,7,11,11,13,3
ASA47887.1,4,10,7,4,8,7,4,3,13,5,10,10,7,4,16,11,10,5,5,16,17,7,7,3,9,7,9,7,9,5,1,3,4,13,3,6,3,9,9,7,3,6,0,1,3,7,7,8,3,12,9,3,7,5,14,3,6,13,11,2,7,13,5,3,13,4,3,7,0,19,5,11,7,6,2,15,3,4,5,5,9,4,14,9,10,6,9,1,3,7,10,11,10,5,8,13,14,14,14,9,15,10,11,8,11,3,10,7,4,13,7,9,7,8,4,5,5,17,14,1,6,7,11,11,13,3
ASA47889.1,2,10,5,3,4,7,4,3,6,5,4,4,5,3,8,5,8,5,5,11,8,7,5,2,9,7,7,4,5,0,1,3,4,10,3,6,1,3,3,6,3,4,0,1,2,4,5,6,2,12,7,3,4,4,9,2,5,11,7,2,4,6,2,2,9,4,1,5,0,13,4,5,2,5,1,7,3,3,5,5,7,2,13,5,9,5,5,1,2,6,9,7,9,4,7,10,8,8,10,4,10,10,5,8,10,3,7,2,3,8,5,3,6,4,4,1,2,7,8,1,6,5,7,6,10,3
ASA47899.1,2,8,6,2,3,7,4,5,6,4,3,3,4,2,6,4,8,6,6,8,1,5,6,2,7,6,4,9,7,0,4,2,5,10,4,3,2,3,7,4,3,6,3,0,2,4,5,6,3,16,6,3,4,5,9,5,8,10,8,2,7,7,4,6,9,5,2,5,0,12,5,5,1,8,1,6,2,2,5,7,6,1,13,4,11,5,3,1,2,5,8,9,10,5,9,9,9,9,7,6,10,9,5,4,11,3,5,4,4,9,2,5,3,3,5,3,2,7,3,4,6,4,9,4,12,5
ASA47903.1,6,6,11,5,5,8,7,4,14,5,6,13,6,3,10,3,7,6,8,14,0,7,7,4,8,10,6,8,12,6,8,5,4,7,3,3,6,3,4,10,6,8,3,1,3,4,8,8,10,18,7,6,5,5,12,4,8,9,21,6,5,8,9,9,10,8,5,6,4,22,4,7,3,9,7,11,9,3,4,6,8,6,10,7,11,9,6,7,4,8,9,19,14,6,10,16,21,15,9,8,13,13,17,7,7,4,9,11,4,8,10,8,9,14,6,2,9,7,4,4,5,6,11,9,16,8
